frame,tl_x,tl_y,tl_loss,tr_x,tr_y,tr_loss,bl_x,bl_y,bl_loss,br_x,br_y,br_loss,processing_time_ms
341,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
342,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
343,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
344,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
345,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
346,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
347,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
348,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
349,-39,-44,0.9818,1280,0,nan,0,720,nan,1280,720,nan,36
350,16,-48,0.9673,1280,0,nan,0,720,nan,1280,720,nan,36
351,-44,-47,0.9646,1280,0,nan,0,720,nan,1280,720,nan,35
352,-29,-49,0.9955,1280,0,nan,0,720,nan,1280,720,nan,36
353,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
354,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,44
355,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,57
356,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
357,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
358,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
359,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,38
360,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
361,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
362,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
363,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
364,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
365,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
366,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
367,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
368,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
369,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,39
370,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,40
371,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
372,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
373,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
374,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
375,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
376,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
377,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
378,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
379,-47,-48,0.9518,1280,0,nan,0,720,nan,1280,720,nan,35
380,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,65
381,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
382,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,41
383,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
384,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
385,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
386,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
387,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
388,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
389,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
390,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
391,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
392,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
393,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
394,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
395,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
396,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
397,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
398,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
399,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
400,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
401,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
402,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
403,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
404,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
405,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
406,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
407,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
408,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
409,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
410,0,0,0.9931,1280,0,nan,0,720,nan,1280,720,nan,36
411,0,0,0.9862,1280,0,nan,0,720,nan,1280,720,nan,36
412,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
413,0,0,0.9931,1280,0,nan,0,720,nan,1280,720,nan,36
414,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
415,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
416,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
417,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
418,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
419,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
420,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
421,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
422,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
423,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
424,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
425,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
426,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
427,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
428,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
429,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
430,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
431,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
432,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
433,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
434,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
435,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
436,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
437,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
438,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
439,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
440,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
441,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
442,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
443,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
444,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
445,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
446,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
447,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
448,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
449,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
450,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
451,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
452,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
453,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
454,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
455,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
456,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
457,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
458,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
459,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
460,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
461,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
462,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
463,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
464,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
465,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
466,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
467,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
468,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
469,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
470,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
471,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
472,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
473,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
474,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
475,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
476,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
477,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
478,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
479,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
480,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
481,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
482,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
483,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
484,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
485,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
486,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
487,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
488,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
489,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
490,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
491,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
492,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
493,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
494,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
495,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
496,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
497,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
498,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
499,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
500,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
501,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
502,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
503,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
504,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
505,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
506,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
507,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
508,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
509,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
510,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
511,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
512,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
513,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
514,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
515,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
516,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
517,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
518,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
519,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
520,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
521,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
522,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,38
523,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
524,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
525,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
526,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
527,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
528,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
529,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
530,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
531,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
532,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
533,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
534,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
535,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
536,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
537,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,52
538,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,44
539,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,38
540,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,40
541,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
542,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
543,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
544,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
545,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
546,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
547,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
548,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
549,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
550,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
551,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
552,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
553,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
554,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
555,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
556,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
557,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
558,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
559,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
560,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
561,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
562,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
563,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,38
564,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
565,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
566,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
567,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
568,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
569,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
570,-50,-4,0.9949,1280,0,nan,0,720,nan,1280,720,nan,36
571,-46,-37,0.9863,1280,0,nan,0,720,nan,1280,720,nan,35
572,-48,-34,0.9725,1280,0,nan,0,720,nan,1280,720,nan,35
573,-46,-28,0.9810,1280,0,nan,0,720,nan,1280,720,nan,35
574,-50,-25,0.9717,1280,0,nan,0,720,nan,1280,720,nan,35
575,-32,-39,0.9908,1280,0,nan,0,720,nan,1280,720,nan,36
576,-48,-39,0.9505,1280,0,nan,0,720,nan,1280,720,nan,35
577,-50,-25,0.9906,1280,0,nan,0,720,nan,1280,720,nan,35
578,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
579,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
580,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
581,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,38
582,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,40
583,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,41
584,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
585,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
586,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
587,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
588,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
589,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
590,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
591,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
592,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,40
593,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
594,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
595,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
596,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,42
597,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,53
598,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,49
599,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,59
600,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,42
601,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,46
602,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,47
603,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,43
604,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,47
605,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,46
606,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,40
607,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,38
608,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
609,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
610,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
611,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
612,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,52
613,-39,-41,0.9954,1280,0,nan,0,720,nan,1280,720,nan,37
614,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
615,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
616,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
617,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
618,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
619,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
620,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
621,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
622,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
623,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
624,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
625,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
626,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
627,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
628,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
629,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
630,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
631,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
632,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
633,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
634,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
635,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
636,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
637,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
638,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
639,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
640,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
641,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
642,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
643,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
644,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
645,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
646,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
647,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
648,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
649,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
650,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
651,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
652,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
653,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
654,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
655,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
656,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
657,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
658,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
659,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
660,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
661,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
662,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
663,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
664,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
665,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
666,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
667,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
668,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
669,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
670,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
671,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
672,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
673,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
674,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
675,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
676,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
677,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
678,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
679,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
680,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
681,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
682,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
