frame,tl_x,tl_y,tl_loss,tr_x,tr_y,tr_loss,bl_x,bl_y,bl_loss,br_x,br_y,br_loss,processing_time_ms
683,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
684,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
685,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
686,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
687,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
688,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
689,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
690,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
691,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
692,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
693,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
694,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
695,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
696,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
697,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
698,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
699,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
700,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
701,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
702,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
703,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
704,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
705,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
706,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
707,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
708,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
709,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
710,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
711,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
712,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
713,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
714,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
715,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
716,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
717,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
718,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
719,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
720,-30,-31,0.9668,1280,0,nan,0,720,nan,1280,720,nan,35
721,-24,-37,0.9252,1280,0,nan,0,720,nan,1280,720,nan,35
722,-38,-35,0.9439,1280,0,nan,0,720,nan,1280,720,nan,35
723,10,-47,0.9673,1280,0,nan,0,720,nan,1280,720,nan,35
724,12,-35,0.9951,1280,0,nan,0,720,nan,1280,720,nan,35
725,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
726,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
727,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
728,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
729,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
730,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
731,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
732,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
733,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
734,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
735,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
736,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
737,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
738,-38,-43,0.9954,1280,0,nan,0,720,nan,1280,720,nan,36
739,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
740,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
741,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
742,-44,-47,0.9912,1280,0,nan,0,720,nan,1280,720,nan,35
743,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
744,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
745,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
746,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
747,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
748,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
749,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
750,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
751,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
752,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
753,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
754,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
755,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
756,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
757,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
758,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
759,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
760,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
761,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
762,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
763,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
764,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
765,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
766,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
767,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
768,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
769,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
770,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
771,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
772,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
773,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
774,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
775,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
776,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
777,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
778,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
779,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
780,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
781,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
782,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
783,0,0,0.9931,1280,0,nan,0,720,nan,1280,720,nan,36
784,0,0,0.9931,1280,0,nan,0,720,nan,1280,720,nan,36
785,0,0,0.9655,1280,0,nan,0,720,nan,1280,720,nan,36
786,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
787,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
788,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
789,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,38
790,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
791,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
792,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
793,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
794,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
795,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
796,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
797,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
798,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
799,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
800,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
801,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
802,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
803,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
804,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
805,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
806,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,40
807,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
808,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
809,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,38
810,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
811,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
812,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
813,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
814,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
815,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
816,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,65
817,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,45
818,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,54
819,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
820,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
821,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,38
822,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
823,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
824,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
825,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
826,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
827,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
828,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
829,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
830,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
831,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
832,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
833,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
834,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
835,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
836,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
837,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
838,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
839,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
840,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
841,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
842,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
843,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
844,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
845,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
846,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
847,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
848,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
849,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
850,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
851,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
852,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
853,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
854,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
855,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
856,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
857,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
858,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
859,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
860,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
861,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
862,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
863,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
864,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
865,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
866,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
867,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
868,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
869,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
870,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
871,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
872,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
873,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
874,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
875,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
876,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
877,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
878,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
879,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
880,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
881,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
882,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
883,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
884,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
885,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
886,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
887,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
888,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
889,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
890,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
891,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
892,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
893,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
894,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
895,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
896,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
897,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
898,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
899,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
900,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
901,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
902,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
903,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
904,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
905,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
906,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
907,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
908,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
909,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
910,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
911,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
912,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
913,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
914,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
915,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
916,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
917,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
918,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
919,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
920,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
921,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
922,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
923,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
924,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
925,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
926,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
927,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
928,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
929,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
930,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
931,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
932,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
933,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
934,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
935,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
936,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
937,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
938,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
939,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
940,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
941,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
942,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
943,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
944,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
945,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
946,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
947,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
948,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
949,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
950,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
951,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
952,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
953,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
954,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
955,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
956,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
957,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
958,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
959,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
960,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
961,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
962,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
963,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
964,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
965,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
966,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
967,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
968,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
969,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
970,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
971,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,41
972,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
973,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
974,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
975,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
976,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
977,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
978,0,0,0.9586,1280,0,nan,0,720,nan,1280,720,nan,36
979,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
980,0,0,0.9793,1280,0,nan,0,720,nan,1280,720,nan,36
981,0,0,0.9793,1280,0,nan,0,720,nan,1280,720,nan,36
982,0,0,0.9724,1280,0,nan,0,720,nan,1280,720,nan,36
983,0,0,0.9793,1280,0,nan,0,720,nan,1280,720,nan,36
984,0,0,0.9793,1280,0,nan,0,720,nan,1280,720,nan,36
985,0,0,0.9517,1280,0,nan,0,720,nan,1280,720,nan,36
986,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
987,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
988,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
989,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
990,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
991,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
992,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
993,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
994,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
995,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
996,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
997,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
998,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
999,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1000,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1001,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1002,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1003,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
1004,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1005,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1006,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1007,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1008,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1009,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1010,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1011,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1012,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1013,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1014,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1015,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1016,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1017,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1018,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1019,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1020,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,37
1021,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,44
1022,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1023,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
1024,0,0,1.0000,1280,0,nan,0,720,nan,1280,720,nan,36
